Usage_kWh,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2,Lagging_Current_Power_Factor,NSM,WeekStatus_Weekend,Day_of_week_Monday,Day_of_week_Saturday,Day_of_week_Sunday,Day_of_week_Thursday,Day_of_week_Tuesday,Day_of_week_Wednesday,Usage_kWh_categorical
0.3597681192887719,-0.5146212713313351,4.444882744184607,0.5011037617240215,0.3352163031819806,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.031470788662981065,-0.5146212713313351,4.706552573438063,0.0,0.3352163031819806,0.8125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.008963895777263383,0.023910714114030764,0.0,0.0,-0.626957454415445,-0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.008963895777263383,0.012062115503848817,0.0,0.0,-0.5912048623525205,-0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.00480285348289782,-0.015047028643122067,0.0,0.0,-0.523703968537719,-0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.00480285348289782,0.002699417267055889,0.0,0.0,-0.5780479084733644,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.008963895777263383,0.0,0.0,0.0,-0.5545942080800857,-0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.12793340265863778,-0.060909065441145854,0.0,0.0,-0.061208437611726854,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.2356943947125272,1.165899266255118,0.0,2.483683010306863,0.15530925992134406,0.3125,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.082133524057149,0.9580421533845159,0.0,1.9912660967360785,0.12813728995352172,0.3541666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.031470788662981065,-0.5146212713313351,4.7155351507090835,0.0,0.3352163031819806,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.0060762249696364665,-0.07746787447427089,0.0,0.0,-0.3695387915623883,0.9375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.004244766697508642,-0.08591448345673812,0.0,0.0,-0.3375044690740077,0.9583333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.001814307446062482,-0.017125816437723013,0.0,0.0,-0.5417232749374328,-0.7083333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.0384029308040577,-0.1087525035773394,0.0,0.0,-0.38126564175902744,-0.5208333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.12290279166597745,0.13853506685754555,0.15015416684806202,0.0,-0.549731855559528,-0.2708333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6606913124802231,-0.4952354177461079,2.654622338740089,0.5011037617240215,0.3352163031819806,0.22916666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.12793340265863778,-0.5146212713313351,4.303184180405394,0.0,0.3352163031819806,0.3958333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.01949109589317338,-0.5146212713313351,4.747697080949659,0.0,0.3352163031819806,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.004244766697508642,-0.024805084251621777,0.0,0.0,-0.5268501966392564,-0.7916666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.032576025350625655,0.0,0.0,-0.4870933142652842,-0.625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.001814307446062482,-0.05059317863331809,0.0,0.0,-0.4378977475867,-0.5833333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.1247385884298481,-0.0968338656288317,0.02509193425733182,0.0,0.0037182695745440236,-0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0977290971696754,1.7271869511976894,0.0,1.9912660967360785,-0.4550589917769037,-0.2708333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.002407805062924505,0.05140466540611833,0.0,0.0,-0.7345012513407221,-0.6458333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.06505689179431798,0.0,0.0,-0.7842688594923131,-0.4166666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.9996793923734306,1.3450606442600164,0.0,1.496712867473312,-0.28316052913836265,-0.2916666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.1834974541600991,-0.5146212713313351,4.63391018593844,0.0,0.3352163031819806,0.0625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.071090693002533,0.9999107501296006,0.8709254760278687,1.9912660967360785,0.09553092599213452,0.10416666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.058089403783119,0.9354735945571244,0.0,1.496712867473312,0.11898462638541282,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.064951663938127,0.9280058826203961,0.0,1.496712867473312,0.12899535216303196,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0753613138520046,1.0546835135733184,0.0,1.9912660967360785,0.06778691455130509,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.04750900355808597,-0.5146212713313351,4.706552573438063,0.0,0.3352163031819806,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.7545139241946557,0.8476778516069061,0.0,1.0,-0.22538434036467628,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,-0.03757016947145204,0.0,0.0,-0.4716481944941006,-0.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.069677018913318,0.9702896885842547,0.0,1.9912660967360785,0.11069002502681456,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.9727068694207898,1.0356413065519552,0.0,1.496712867473312,-0.04576331784054327,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0905937735632727,1.0373463964514167,0.0,1.9912660967360785,0.09324276010010739,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7730090316937849,-0.37687679263500884,1.0947109347844373,1.0,0.3343582409724704,0.7708333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7309368221914148,0.7793401780051215,0.0,1.0,-0.18963174830175172,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7910918760040192,0.9247231490510769,0.0,1.0,-0.24426170897390076,0.9791666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7932891609615306,0.9612300416283315,0.0,1.0,-0.28258848766535555,-0.7916666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.7895158221176481,0.9076873154696814,0.0,1.0,-0.2276725062567038,-0.375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.1966306038297234,1.0108537701217934,0.0,2.483683010306863,0.18848766535573835,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.2646762280257025,1.127966669566331,0.0,2.9739865303108277,0.18905970682874504,0.4166666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.3197535372008213,1.3911186081249407,0.0,2.9739865303108277,0.12842331069002486,0.5833333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.2445125994140123,1.267811618613382,0.0,2.483683010306863,0.1181265641759026,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.9128331208429847,0.9644090710831006,0.0,1.0,-0.07322130854486955,0.9583333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.023128360905751,1.0719787039448518,0.0,1.496712867473312,-0.005434393993564468,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1324001672451396,0.9669007051771017,0.0,1.9912660967360785,0.1633178405434392,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1554179253697945,0.9904167330454984,0.0,1.9912660967360785,0.16961029674651387,-0.14583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1966306038297234,1.0364941590576509,0.0,2.483683010306863,0.17904898105112632,-0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.2090744945300846,1.2480335221226333,0.0,2.483683010306863,0.09524490525563097,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.7404218663253304,-0.4542492622831752,2.497623111630671,1.0,0.33493028244547707,0.4791666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.7070736981477561,-0.5146212713313351,2.606743129726747,1.0,0.3352163031819806,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.2213470022805033,1.0802253992659843,0.0,2.483683010306863,0.17876296031462277,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.676506582569728,0.7368944730050588,0.0,0.5011037617240215,-0.24254558455488032,0.9791666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.7808015712774723,0.9162375795573207,0.0,1.0,-0.25484447622452616,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.070695309667157,1.1028189213141453,0.0,1.9912660967360785,0.032034322488380534,-0.9166666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.9601823280067845,1.0147682854423181,0.0,1.496712867473312,-0.04662138005005349,-0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.150803061905596,1.2099462731561639,0.0,1.9912660967360785,0.05634608509116907,-0.4791666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.7830493208991812,0.876252913983742,0.0,1.0,-0.20393278512692153,-0.375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.9176945029477208,0.36046839889186705,0.0,1.0,0.2680014301036826,-0.14583333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.8961016890095689,0.8339970000821029,0.0,1.0,0.013442974615659601,-0.0625,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.798168533994159,0.9456618870805357,0.0,1.0,-0.254558455488023,-0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.761062423129708,0.8850474696800129,0.0,1.0,-0.2571326421165533,-0.8125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.7314158307997835,0.8183313466160174,0.0,1.0,-0.23539506614229538,-0.7916666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.7887784456701196,0.919545143345883,0.0,1.0,-0.24283160529138345,-0.7708333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.769061804106372,0.8867494217411332,0.0,1.0,-0.24311762602788697,-0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.025805747963894378,-0.5146212713313351,4.63391018593844,0.0,0.3352163031819806,0.3958333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.01949109589317338,-0.5146212713313351,4.75125385265943,0.0,0.3352163031819806,0.5833333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.010996701648864675,-0.5146212713313351,4.269909294690097,0.0,0.3352163031819806,0.6875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.012855776229911641,-0.06688014886184575,0.0,0.0,-0.42588487665355734,-0.5833333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.1286378930965228,1.1651327069093995,0.0,1.9912660967360785,0.05863425098319619,-0.10416666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.9861218152786657,0.8097602403021623,0.0,1.496712867473312,0.12470504111548084,0.3541666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.7730090316937849,0.8823676695687773,0.0,1.0,-0.23024669288523406,0.9791666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.7837960940065712,0.8947378777440805,0.0,1.0,-0.22366821594565622,-0.5625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.7830493208991812,0.8903876750846014,0.0,1.0,-0.22023596710761534,-0.3958333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.1205122530782226,1.173348636874204,0.0,1.9912660967360785,0.04461923489452991,-0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0032358608796872,0.7082682688855122,0.0,1.496712867473312,0.1873435824097246,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.9975585764884418,1.1560900892497923,0.0,1.496712867473312,-0.10983196281730434,-0.020833333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.5122640886910088,0.20327052314206073,3.9297339838190806,0.5011037617240215,0.11412227386485503,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.26998910194753883,-0.5146212713313351,4.567303998497363,0.0,0.3352163031819806,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0369154596825207,0.8691170019934791,0.0,1.496712867473312,0.1358598498391133,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0436244725617567,0.8990711094140935,0.0,1.496712867473312,0.1258491240614946,0.3541666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.1055389705399083,1.1864205946542976,0.0,1.9912660967360785,0.01887736860922407,0.5625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0825190330435328,1.0456237013151248,0.0,1.9912660967360785,0.0806578476939576,-0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.9814648471801494,0.5046092991435843,0.0,1.496712867473312,0.24998212370396836,-0.10416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.9709488197140282,0.6130539432913116,0.0,1.496712867473312,0.20765105470146597,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.1724286573854714,1.2198964102383358,0.0,1.9912660967360785,0.07379335001787624,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.1060618301076237,1.1526094538196971,0.0,1.9912660967360785,0.041186986056489024,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.6685993450137069,-0.06688014886184575,0.48300501592601164,0.5011037617240215,0.3089023954236681,0.5208333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7487915144704392,-0.4717999615010128,1.7710977010260462,1.0,0.3352163031819806,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.769061804106372,-0.411075314929287,1.3834318687247393,1.0,0.33493028244547707,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7799423373160634,0.3285055988207238,0.2116962034905105,1.0,0.22509831962817314,0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.7955796806708043,0.9050616406134938,0.0,1.0,-0.21308544869503043,-0.5625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.759377918639862,0.8247792971315933,0.0,1.0,-0.1893457275652486,-0.5416666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.7706009351276583,0.8574524266749417,0.0,1.0,-0.20593493028244553,-0.4166666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1.0566344159424483,0.8385765056831582,0.0,1.496712867473312,0.16560600643546633,0.4375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.6721610824166662,0.7529805884344287,0.0,0.5011037617240215,-0.2722917411512333,-0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.2650807598932798,0.8347615992007953,0.0,2.9739865303108277,0.2665713264211653,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.2015224321482183,0.6343310183561162,0.0,2.483683010306863,0.2857347157668929,0.4791666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.07235104925389116,-0.05868436690364711,0.0,0.0,-0.19134787272077217,-0.7083333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.06873658074341867,-0.032576025350625655,0.0,0.0,-0.2680014301036826,-0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.07440355825927393,-0.002710446627650525,0.0,0.0,-0.33063997139792634,-0.5208333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.10123722977334036,-0.007480609633451583,0.0,0.0,-0.24368966750089366,-0.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.6969834128246163,-0.2662487457400372,1.6168525985978113,0.5011037617240215,0.33063997139792634,0.2708333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.14269782521605337,-0.5146212713313351,4.6146060508090905,0.0,0.3352163031819806,0.4166666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.11314061183528852,-0.5146212713313351,4.621051853239147,0.0,0.3352163031819806,0.4375,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.08851596544000871,-0.5146212713313351,4.306193849100619,0.0,0.3352163031819806,0.5625,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.013086986668701525,0.08025259946491296,0.0,0.0,-0.7779764032892384,-0.875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.01722358153063413,-0.002710446627650525,0.0,0.0,-0.6452627815516625,-0.8541666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.028652782938670615,-0.04549719344991682,0.0,0.0,-0.5525920629245622,-0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.015426263980976847,0.12227758346456716,0.0,0.0,-0.8878083661065426,-0.3958333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.2795204369317234,-0.5146212713313351,3.756639048246456,0.5011037617240215,0.3352163031819806,-0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6431401377435257,0.23903873580438578,0.0,0.5011037617240215,0.1930639971397926,-0.020833333333333332,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.09589878056375134,-0.5146212713313351,4.486144784559629,0.0,0.3352163031819806,0.10416666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.6473400287957127,-0.5074654959464101,2.549212627788665,0.5011037617240215,0.3352163031819806,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.6696982561154047,-0.37162871300295697,1.1532714447279313,0.5011037617240215,0.3337861994994637,0.2916666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.6789326939304247,-0.3315772902963766,1.06141121323511,0.5011037617240215,0.33292813728995346,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.09246846565113608,-0.5146212713313351,4.728969145095258,0.0,0.3352163031819806,0.7291666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.00480285348289782,-0.024805084251621777,0.0,0.0,-0.49395781194136557,-0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.2568457915920274,-0.5146212713313351,4.554213014763561,0.0,0.3352163031819806,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.1721127020710314,0.9669007051771017,0.0,1.9912660967360785,0.18963174830175172,0.22916666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0401917421640652,0.5421648728828653,0.0,1.496712867473312,0.2605648909545942,0.2916666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.5688230156835883,0.6454108633423877,0.0,0.5011037617240215,-0.34551304969610286,-0.875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.06665812038388974,0.044475932941358653,0.0,0.0,-0.48337504469074016,-0.7291666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.040378451785572964,-0.08282970893405409,0.0,0.0,-0.4745084018591348,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.2429711629811526,1.2968388182389756,0.0,2.483683010306863,0.10296746514122256,-0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.9559777224483431,0.571025355566787,0.0,1.496712867473312,0.21623167679656777,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.0180780156064484,0.8126249099767922,0.0,1.496712867473312,0.14930282445477291,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.9261753748890913,0.8413655837990284,0.2116962034905105,1.496712867473312,0.04404719342152283,0.5208333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
